"target_table","source_column","source_type","target_column","target_type","transform_rule","casing_type","include_flag","required_flag","default_value","key_role","notes"
"__common_keys__","base_uwi","text","base_uwi","text","copy_or_cast","","Y","Y","","common_key","Script should automatically include these columns in each split table."
"__common_keys__","import_timestamp","text","import_timestamp","text","copy_or_cast","","Y","Y","","lineage","Script should automatically include these columns in each split table."
"__common_keys__","raw_id","bigint","raw_id","bigint","copy_or_cast","","Y","Y","","lineage","Script should automatically include these columns in each split table."
"__common_keys__","source_file","text","source_file","text","copy_or_cast","","Y","Y","","lineage","Script should automatically include these columns in each split table."
"__common_keys__","suffix","text","suffix","text","copy_or_cast","","Y","Y","","common_key","Script should automatically include these columns in each split table."
"__common_keys__","user_format_well_id","text","user_format_well_id","text","copy_or_cast","","Y","Y","","common_key","Script should automatically include these columns in each split table."
"well_header","area","text","area","text","trim_text","","Y","N","","attribute",""
"well_status","cur_operator_code","text","cur_operator_code","text","trim_text","","Y","N","","attribute",""
"well_status","cur_operator_name","text","cur_operator_name","text","trim_text","","Y","N","","attribute",""
"well_status","lahee_class_code","text","lahee_class_code","text","trim_text","","Y","N","","attribute",""
"well_status","lic_subs_well_obj","text","lic_subs_well_obj","text","trim_text","","Y","N","","attribute",""
"well_status","lic_wa_wid_permit","text","lic_wa_wid_permit","text","trim_text","","Y","N","","attribute",""
"well_status","org_operator_name","text","org_operator_name","text","trim_text","","Y","N","","attribute",""
"well_status","orig_operator_code","text","orig_operator_code","text","trim_text","","Y","N","","attribute",""
"well_status","orig_units_m_api","text","orig_units_m_api","text","trim_text","","Y","N","","attribute",""
"well_header","well_name","text","well_name","text","trim_text","","Y","N","","attribute",""
"well_status","well_pad_id","text","well_pad_id","text","trim_text","","Y","N","","attribute",""
"well_status","well_type","text","well_type","text","trim_text","","Y","N","","attribute",""
"well_status","","text","Permit_id","text","trim_text","","Y","N","","attribute",""
"well_status","d13_compliance_status","text","d13_compliance_status","text","trim_text","","Y","N","","attribute",""
"well_status","inactive_status_date","text","inactive_status_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_status","inactive_well","text","inactive_well","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_status","industry_reported_suspension_date","text","industry_reported_suspension_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_status","inspection_date","text","inspection_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_status","iwcp","text","iwcp","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_status","last_reported_downhole_operation","text","last_reported_downhole_operation","text","trim_text","","Y","N","","attribute",""
"well_status","next_inspection_due","text","next_inspection_due","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_status","noncompliance_details","text","noncompliance_details","text","trim_text","","Y","N","","attribute",""
"well_status","orphan_abd_status","text","orphan_abd_status","text","trim_text","","Y","N","","attribute",""
"well_status","orphan_rec_status","text","orphan_rec_status","text","trim_text","","Y","N","","attribute",""
"well_status","owa_cost_area","text","owa_cost_area","text","trim_text","","Y","N","","attribute",""
"well_status","reclamation_certificate","text","reclamation_certificate","text","trim_text","","Y","N","","attribute",""
"well_status","reported_risk_class","text","reported_risk_class","text","trim_text","","Y","N","","attribute",""
"well_status","risk_class","text","risk_class","text","trim_text","","Y","N","","attribute",""
"well_status","shut_in_time_mos","text","shut_in_time_mos","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_status","shut_in_well","text","shut_in_well","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_status","status_history","text","status_history","text","trim_text","","Y","N","","attribute",""
"well_status","surface_abandonment_date","text","surface_abandonment_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_status","surface_abandonment_type","text","surface_abandonment_type","text","trim_text","","Y","N","","attribute",""
"well_status","type_6_well","text","type_6_well","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_status","well_status_abrv","text","well_status_abrv","text","trim_text","","Y","N","","attribute",""
"well_status","well_status_text","text","well_status_text","text","trim_text","","Y","N","","attribute",""
"well_dates","date_well_licensed","text","date_well_licensed","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_dates","update_date","text","update_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_drilling","average_leg_lateral_length_m","text","average_leg_lateral_length_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","bh_temp_degc","text","bh_temp_degc","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","casing_flange_elev_m","text","casing_flange_elev_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","confid_below_depth_m","text","confid_below_depth_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","confid_release_date","text","confid_release_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_drilling","crooked_hole_t_f","text","crooked_hole_t_f","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_drilling","date_drlg_completed","text","date_drlg_completed","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_drilling","date_rig_released","text","date_rig_released","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_drilling","date_well_spudded","text","date_well_spudded","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_drilling","deviated_hole_t_f","text","deviated_hole_t_f","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_drilling","drilling_contractor","text","drilling_contractor","text","trim_text","","Y","N","","attribute",""
"well_drilling","drilling_problems","text","drilling_problems","text","trim_text","","Y","N","","attribute",""
"well_drilling","drilling_rig_number","text","drilling_rig_number","text","trim_text","","Y","N","","attribute",""
"well_drilling","drlg_days_spud_cmpl","text","drlg_days_spud_cmpl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","formation_td","text","formation_td","text","trim_text","","Y","N","","attribute",""
"well_drilling","ground_elevation_m","text","ground_elevation_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","horizontal_hole_t_f","text","horizontal_hole_t_f","boolean","tf_yn_to_boolean({source_column})","","Y","N","","attribute",""
"well_drilling","lateral_legs","text","lateral_legs","integer","nullif(trim({source_column}), '')::integer","","Y","N","","attribute",""
"well_drilling","lateral_length_m","text","lateral_length_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","lateral_start_date","text","lateral_start_date","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_drilling","leg_lateral_length_m","text","leg_lateral_length_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","leg_lateral_start_m","text","leg_lateral_start_m","text","trim_text","","Y","N","","attribute",""
"well_drilling","logger_ground_elev_m","text","logger_ground_elev_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","logger_kb_elev_m","text","logger_kb_elev_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","md_all_wells_m","text","md_all_wells_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","md_deviated_wells_m","text","md_deviated_wells_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","multi_lateral_length_m","text","multi_lateral_length_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","multi_lateral_license","text","multi_lateral_license","text","trim_text","","Y","N","","attribute",""
"well_drilling","oldest_fm_drilled","text","oldest_fm_drilled","text","trim_text","","Y","N","","attribute",""
"well_drilling","play","text","play","text","trim_text","","Y","N","","attribute",""
"well_drilling","plug_back_depth_m","text","plug_back_depth_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","proj_depth","text","proj_depth","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","proj_fm_td","text","proj_fm_td","text","trim_text","","Y","N","","attribute",""
"well_drilling","reference_kb_elev_m","text","reference_kb_elev_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_drilling","reporting_event","text","reporting_event","text","trim_text","","Y","N","","attribute",""
"well_drilling","tvd_m","text","tvd_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","bot_hole_e_w_dir","text","bot_hole_e_w_dir","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_easting_nad83","text","bot_hole_easting_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_latitude_nad83","text","bot_hole_latitude_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_longitude_nad83","text","bot_hole_longitude_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_n_s_dir","text","bot_hole_n_s_dir","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_northing_nad83","text","bot_hole_northing_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_ref_corner","text","bot_hole_ref_corner","text","trim_text","","Y","N","","attribute",""
"well_location","bot_hole_zone_nad83","text","bot_hole_zone_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","bothole_e_w_distance_m","text","bothole_e_w_distance_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","bothole_n_s_distance_m","text","bothole_n_s_distance_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","govt_surf_loc","text","govt_surf_loc","text","trim_text","","Y","N","","attribute",""
"well_location","latitude","double precision","latitude","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","longitude","double precision","longitude","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","srfhole_e_w_distance_m","text","srfhole_e_w_distance_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","srfhole_n_s_distance_m","text","srfhole_n_s_distance_m","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_location","surf_hole_e_w_dir","text","surf_hole_e_w_dir","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_easting_nad83","text","surf_hole_easting_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_latitude_nad83","text","surf_hole_latitude_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_longitude_nad83","text","surf_hole_longitude_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_n_s_dir","text","surf_hole_n_s_dir","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_northing_nad83","text","surf_hole_northing_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_ref_corner","text","surf_hole_ref_corner","text","trim_text","","Y","N","","attribute",""
"well_location","surf_hole_zone_nad83","text","surf_hole_zone_nad83","text","trim_text","","Y","N","","attribute",""
"well_location","surf_loc","text","surf_loc","text","trim_text","","Y","N","","attribute",""
"well_casing","cas_casing_depth_m","text","casing_depth_m","double precision","nullif(trim({source_column}), '')::double precision","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_grade","text","casing_grade","text","trim_text","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_latitude","text","casing_latitude","double precision","latitude_nad83","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_location","text","casing_location","text","trim_text","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_longitude","text","casing_longitude","double precision","longitude_nad83","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_remarks","text","casing_remarks","text","trim_text","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_size_mm","text","casing_size_mm","double precision","to_double","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","cas_casing_weight_kg_m","text","casing_weight_kg_m","double precision","to_double","cas","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","conductor_casing_depth_m","text","casing_depth_m","double precision","nullif(trim({source_column}), '')::double precision","conductor","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","conductor_casing_grade","text","casing_grade","text","trim_text","conductor","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
"well_casing","conductor_casing_latitude","text","casing_latitude","double precision","nullif(trim({source_column}), '')::double precision","conductor","Y","N","","attribute","Normalize casing: one row per casing_type per well, using UNION ALL or Python unpivot."
